filepath,start_time_sec,end_time_sec
recordings/merged_ITok/03_CF30_3ok.wav,104.71,104.92
recordings/merged_ITok/03_CF30_3ok.wav,130.06,130.4
recordings/merged_ITok/03_CF30_3ok.wav,147.62,148.06
recordings/merged_ITok/03_CF30_3ok.wav,160.18,160.82
recordings/merged_ITok/23_CF55_3ok.wav,2.44,2.7
recordings/merged_ITok/23_CF55_3ok.wav,7.69,8.27
recordings/merged_ITok/23_CF55_3ok.wav,32.44,32.74
recordings/merged_ITok/23_CF55_3ok.wav,76.96,77.27
recordings/merged_ITok/23_CF55_3ok.wav,83.93,84.45
recordings/merged_ITok/23_CF55_3ok.wav,100.21,100.53
recordings/merged_ITok/23_CF55_3ok.wav,109.78,110.04
recordings/merged_ITok/23_CF55_3ok.wav,111.42,111.84
recordings/merged_ITok/23_CF55_3ok.wav,117.45,117.91
recordings/merged_ITok/23_CF55_3ok.wav,127.18,127.45
recordings/merged_ITok/23_CF55_3ok.wav,139.72,140.42
recordings/merged_ITok/23_CF55_3ok.wav,159.22,159.89
recordings/merged_ITok/23_CF55_3ok.wav,169.91,170.31
recordings/merged_ITok/23_CF55_3ok.wav,182.29,182.71
recordings/merged_ITok/52_PM53_4ok.wav,3.98,4.27
recordings/merged_ITok/52_PM53_4ok.wav,6.53,7.36
recordings/merged_ITok/52_PM53_4ok.wav,13.54,14.44
recordings/merged_ITok/52_PM53_4ok.wav,17.81,18.69
recordings/merged_ITok/52_PM53_4ok.wav,23.54,23.94
recordings/merged_ITok/52_PM53_4ok.wav,29.5,29.88
recordings/merged_ITok/52_PM53_4ok.wav,31.43,31.76
recordings/merged_ITok/52_PM53_4ok.wav,36.93,37.15
recordings/merged_ITok/52_PM53_4ok.wav,41.34,41.91
recordings/merged_ITok/52_PM53_4ok.wav,43.46,43.73
recordings/merged_ITok/52_PM53_4ok.wav,44.96,45.87
recordings/merged_ITok/52_PM53_4ok.wav,50.36,50.63
recordings/merged_ITok/52_PM53_4ok.wav,52.28,53.17
recordings/merged_ITok/52_PM53_4ok.wav,55.03,55.52
recordings/merged_ITok/52_PM53_4ok.wav,59.89,60.67
recordings/merged_ITok/52_PM53_4ok.wav,70.36,71.22
recordings/merged_ITok/52_PM53_4ok.wav,82.63,83.65
recordings/merged_ITok/52_PM53_4ok.wav,86.3,87.64
recordings/merged_ITok/52_PM53_4ok.wav,89.59,90.69
recordings/merged_ITok/52_PM53_4ok.wav,95.33,96.24
recordings/merged_ITok/52_PM53_4ok.wav,98.8,99.65
recordings/merged_ITok/52_PM53_4ok.wav,102.06,102.7
recordings/merged_ITok/52_PM53_4ok.wav,107.38,107.69
recordings/merged_ITok/52_PM53_4ok.wav,109.87,110.73
recordings/merged_ITok/52_PM53_4ok.wav,115.59,116.41
recordings/merged_ITok/52_PM53_4ok.wav,121.94,122.32
recordings/merged_ITok/52_PM53_4ok.wav,123.8,124.31
recordings/merged_ITok/52_PM53_4ok.wav,125.12,125.49
recordings/merged_ITok/52_PM53_4ok.wav,126.84,127.41
recordings/merged_ITok/52_PM53_4ok.wav,130.17,130.81
recordings/merged_ITok/52_PM53_4ok.wav,137.41,137.68
recordings/merged_ITok/17_PF44_2ok.wav,3.0,3.38
recordings/merged_ITok/17_PF44_2ok.wav,5.49,5.78
recordings/merged_ITok/17_PF44_2ok.wav,8.26,8.66
recordings/merged_ITok/17_PF44_2ok.wav,10.36,10.78
recordings/merged_ITok/17_PF44_2ok.wav,13.24,13.9
recordings/merged_ITok/17_PF44_2ok.wav,14.96,15.86
recordings/merged_ITok/17_PF44_2ok.wav,19.42,19.9
recordings/merged_ITok/17_PF44_2ok.wav,22.4,22.77
recordings/merged_ITok/17_PF44_2ok.wav,28.82,29.26
recordings/merged_ITok/17_PF44_2ok.wav,31.96,32.2
recordings/merged_ITok/17_PF44_2ok.wav,34.28,34.59
recordings/merged_ITok/17_PF44_2ok.wav,36.37,37.87
recordings/merged_ITok/17_PF44_2ok.wav,44.05,44.51
recordings/merged_ITok/17_PF44_2ok.wav,48.86,49.26
recordings/merged_ITok/17_PF44_2ok.wav,52.01,52.53
recordings/merged_ITok/17_PF44_2ok.wav,55.36,55.77
recordings/merged_ITok/17_PF44_2ok.wav,58.63,59.19
recordings/merged_ITok/17_PF44_2ok.wav,60.12,61.22
recordings/merged_ITok/17_PF44_2ok.wav,65.03,65.55
recordings/merged_ITok/17_PF44_2ok.wav,68.8,69.51
recordings/merged_ITok/17_PF44_2ok.wav,71.78,73.11
recordings/merged_ITok/17_PF44_2ok.wav,75.49,76.92
recordings/merged_ITok/17_PF44_2ok.wav,78.13,78.78
recordings/merged_ITok/17_PF44_2ok.wav,80.53,80.9
recordings/merged_ITok/17_PF44_2ok.wav,85.7,86.27
recordings/merged_ITok/17_PF44_2ok.wav,89.05,89.98
recordings/merged_ITok/17_PF44_2ok.wav,94.2,94.67
recordings/merged_ITok/17_PF44_2ok.wav,97.66,99.69
recordings/merged_ITok/17_PF44_2ok.wav,101.64,101.96
recordings/merged_ITok/17_PF44_2ok.wav,103.18,103.6
recordings/merged_ITok/17_PF44_2ok.wav,108.99,110.44
recordings/merged_ITok/17_PF44_2ok.wav,111.82,112.22
recordings/merged_ITok/17_PF44_2ok.wav,113.96,114.71
recordings/merged_ITok/57_CF25_3ok.wav,2.08,2.47
recordings/merged_ITok/57_CF25_3ok.wav,7.3,7.64
recordings/merged_ITok/57_CF25_3ok.wav,10.57,11.18
recordings/merged_ITok/57_CF25_3ok.wav,12.87,13.27
recordings/merged_ITok/57_CF25_3ok.wav,17.34,17.78
recordings/merged_ITok/57_CF25_3ok.wav,35.8,36.32
recordings/merged_ITok/57_CF25_3ok.wav,37.71,38.01
recordings/merged_ITok/57_CF25_3ok.wav,42.66,43.17
recordings/merged_ITok/57_CF25_3ok.wav,48.64,48.92
recordings/merged_ITok/57_CF25_3ok.wav,55.98,56.87
recordings/merged_ITok/57_CF25_3ok.wav,65.38,65.85
recordings/merged_ITok/57_CF25_3ok.wav,72.11,72.96
recordings/merged_ITok/57_CF25_3ok.wav,78.57,79.35
recordings/merged_ITok/57_CF25_3ok.wav,84.42,84.82
recordings/merged_ITok/57_CF25_3ok.wav,87.55,88.48
recordings/merged_ITok/57_CF25_3ok.wav,89.06,89.39
recordings/merged_ITok/57_CF25_3ok.wav,96.55,96.89
recordings/merged_ITok/57_CF25_3ok.wav,102.7,103.11
recordings/merged_ITok/57_CF25_3ok.wav,105.8,106.28
recordings/merged_ITok/57_CF25_3ok.wav,109.88,110.39
recordings/merged_ITok/57_CF25_3ok.wav,121.59,121.95
recordings/merged_ITok/57_CF25_3ok.wav,137.94,138.36
recordings/merged_ITok/57_CF25_3ok.wav,155.34,155.98
recordings/merged_ITok/57_CF25_3ok.wav,160.74,161.15
recordings/merged_ITok/57_CF25_3ok.wav,175.97,176.31
recordings/merged_ITok/57_CF25_3ok.wav,179.66,180.18
recordings/merged_ITok/57_CF25_3ok.wav,182.63,183.93
recordings/merged_ITok/57_CF25_3ok.wav,187.64,187.9
recordings/merged_ITok/57_CF25_3ok.wav,190.58,191.88
recordings/merged_ITok/57_CF25_3ok.wav,196.44,196.77
recordings/merged_ITok/57_CF25_3ok.wav,200.15,200.81
recordings/merged_ITok/57_CF25_3ok.wav,203.3,203.83
recordings/merged_ITok/57_CF25_3ok.wav,214.65,215.67
recordings/merged_ITok/57_CF25_3ok.wav,216.91,217.48
recordings/merged_ITok/57_CF25_3ok.wav,221.53,222.25
recordings/merged_ITok/46_CF39_3ok.wav,2.38,3.13
recordings/merged_ITok/46_CF39_3ok.wav,4.89,5.93
recordings/merged_ITok/46_CF39_3ok.wav,8.58,8.87
recordings/merged_ITok/46_CF39_3ok.wav,9.32,9.83
recordings/merged_ITok/46_CF39_3ok.wav,10.14,10.67
recordings/merged_ITok/46_CF39_3ok.wav,16.77,17.24
recordings/merged_ITok/46_CF39_3ok.wav,21.16,21.66
recordings/merged_ITok/46_CF39_3ok.wav,25.34,25.62
recordings/merged_ITok/46_CF39_3ok.wav,26.98,27.58
recordings/merged_ITok/46_CF39_3ok.wav,33.65,33.97
recordings/merged_ITok/46_CF39_3ok.wav,40.48,40.88
recordings/merged_ITok/46_CF39_3ok.wav,43.77,44.98
recordings/merged_ITok/46_CF39_3ok.wav,51.23,51.84
recordings/merged_ITok/46_CF39_3ok.wav,59.8,60.33
recordings/merged_ITok/46_CF39_3ok.wav,61.46,61.77
recordings/merged_ITok/46_CF39_3ok.wav,62.09,62.59
recordings/merged_ITok/46_CF39_3ok.wav,68.02,68.41
recordings/merged_ITok/46_CF39_3ok.wav,73.19,73.8
recordings/merged_ITok/46_CF39_3ok.wav,78.35,78.61
recordings/merged_ITok/46_CF39_3ok.wav,81.18,81.53
recordings/merged_ITok/46_CF39_3ok.wav,85.45,85.91
recordings/merged_ITok/46_CF39_3ok.wav,88.26,88.82
recordings/merged_ITok/46_CF39_3ok.wav,96.37,97.37
recordings/merged_ITok/46_CF39_3ok.wav,97.76,98.33
recordings/merged_ITok/46_CF39_3ok.wav,99.13,99.74
recordings/merged_ITok/46_CF39_3ok.wav,103.21,103.63
recordings/merged_ITok/46_CF39_3ok.wav,106.06,107.24
recordings/merged_ITok/46_CF39_3ok.wav,111.46,112.62
recordings/merged_ITok/46_CF39_3ok.wav,116.37,116.78
recordings/merged_ITok/46_CF39_3ok.wav,120.13,120.81
recordings/merged_ITok/46_CF39_3ok.wav,122.96,123.29
recordings/merged_ITok/46_CF39_3ok.wav,125.06,125.26
recordings/merged_ITok/46_CF39_3ok.wav,129.15,129.89
recordings/merged_ITok/46_CF39_3ok.wav,132.19,132.45
recordings/merged_ITok/46_CF39_3ok.wav,145.26,145.72
recordings/merged_ITok/46_CF39_3ok.wav,156.86,157.35
recordings/merged_ITok/46_CF39_3ok.wav,166.79,167.34
recordings/merged_ITok/46_CF39_3ok.wav,168.13,168.46
recordings/merged_ITok/46_CF39_3ok.wav,169.18,170.25
recordings/merged_ITok/46_CF39_3ok.wav,176.17,176.61
recordings/merged_ITok/46_CF39_3ok.wav,191.74,192.03
recordings/merged_ITok/46_CF39_3ok.wav,192.98,193.34
recordings/merged_ITok/46_CF39_3ok.wav,193.6,193.94
recordings/merged_ITok/46_CF39_3ok.wav,196.27,196.51
recordings/merged_ITok/46_CF39_3ok.wav,204.94,205.92
recordings/merged_ITok/46_CF39_3ok.wav,210.79,211.65
recordings/merged_ITok/50_PF35_3ok.wav,4.11,5.02
recordings/merged_ITok/50_PF35_3ok.wav,9.86,10.72
recordings/merged_ITok/50_PF35_3ok.wav,17.5,18.09
recordings/merged_ITok/50_PF35_3ok.wav,24.42,25.53
recordings/merged_ITok/50_PF35_3ok.wav,31.91,32.4
recordings/merged_ITok/50_PF35_3ok.wav,36.81,37.46
recordings/merged_ITok/50_PF35_3ok.wav,40.67,41.11
recordings/merged_ITok/50_PF35_3ok.wav,42.5,43.74
recordings/merged_ITok/50_PF35_3ok.wav,44.58,45.04
recordings/merged_ITok/50_PF35_3ok.wav,47.75,48.26
recordings/merged_ITok/50_PF35_3ok.wav,53.96,54.44
recordings/merged_ITok/50_PF35_3ok.wav,62.23,62.78
recordings/merged_ITok/50_PF35_3ok.wav,68.47,68.95
recordings/merged_ITok/50_PF35_3ok.wav,74.34,74.96
recordings/merged_ITok/50_PF35_3ok.wav,81.3,82.09
recordings/merged_ITok/50_PF35_3ok.wav,83.06,83.48
recordings/merged_ITok/50_PF35_3ok.wav,86.22,86.7
recordings/merged_ITok/50_PF35_3ok.wav,88.58,89.06
recordings/merged_ITok/50_PF35_3ok.wav,97.07,97.49
recordings/merged_ITok/50_PF35_3ok.wav,101.46,101.86
recordings/merged_ITok/50_PF35_3ok.wav,108.85,109.3
recordings/merged_ITok/15_PM63_4ok.wav,8.3,8.94
recordings/merged_ITok/15_PM63_4ok.wav,12.19,12.61
recordings/merged_ITok/15_PM63_4ok.wav,15.96,16.57
recordings/merged_ITok/15_PM63_4ok.wav,19.94,20.65
recordings/merged_ITok/15_PM63_4ok.wav,24.65,25.11
recordings/merged_ITok/15_PM63_4ok.wav,33.1,33.44
recordings/merged_ITok/15_PM63_4ok.wav,34.38,34.77
recordings/merged_ITok/15_PM63_4ok.wav,36.32,36.99
recordings/merged_ITok/15_PM63_4ok.wav,38.93,39.3
recordings/merged_ITok/15_PM63_4ok.wav,43.15,43.41
recordings/merged_ITok/15_PM63_4ok.wav,45.49,45.86
recordings/merged_ITok/15_PM63_4ok.wav,48.83,49.26
recordings/merged_ITok/15_PM63_4ok.wav,53.91,54.56
recordings/merged_ITok/15_PM63_4ok.wav,60.73,61.17
recordings/merged_ITok/15_PM63_4ok.wav,67.13,67.41
recordings/merged_ITok/15_PM63_4ok.wav,69.94,70.75
recordings/merged_ITok/15_PM63_4ok.wav,75.34,75.59
recordings/merged_ITok/15_PM63_4ok.wav,77.58,77.93
recordings/merged_ITok/15_PM63_4ok.wav,85.0,85.4
recordings/merged_ITok/15_PM63_4ok.wav,90.66,91.06
recordings/merged_ITok/15_PM63_4ok.wav,97.15,97.5
recordings/merged_ITok/15_PM63_4ok.wav,103.86,104.89
recordings/merged_ITok/15_PM63_4ok.wav,108.58,109.1
recordings/merged_ITok/15_PM63_4ok.wav,122.54,123.14
recordings/merged_ITok/15_PM63_4ok.wav,134.23,134.62
recordings/merged_ITok/15_PM63_4ok.wav,140.9,141.1
recordings/merged_ITok/15_PM63_4ok.wav,144.81,145.15
recordings/merged_ITok/15_PM63_4ok.wav,147.01,147.59
recordings/merged_ITok/09_PM60_2ok.wav,2.38,2.88
recordings/merged_ITok/09_PM60_2ok.wav,6.62,6.83
recordings/merged_ITok/09_PM60_2ok.wav,7.93,8.45
recordings/merged_ITok/09_PM60_2ok.wav,11.42,11.81
recordings/merged_ITok/09_PM60_2ok.wav,12.71,13.24
recordings/merged_ITok/09_PM60_2ok.wav,15.88,16.72
recordings/merged_ITok/09_PM60_2ok.wav,24.33,25.04
recordings/merged_ITok/09_PM60_2ok.wav,29.82,30.55
recordings/merged_ITok/09_PM60_2ok.wav,31.89,32.13
recordings/merged_ITok/09_PM60_2ok.wav,35.6,35.82
recordings/merged_ITok/09_PM60_2ok.wav,38.57,39.16
recordings/merged_ITok/09_PM60_2ok.wav,40.85,41.16
recordings/merged_ITok/09_PM60_2ok.wav,46.3,46.79
recordings/merged_ITok/09_PM60_2ok.wav,49.26,50.05
recordings/merged_ITok/09_PM60_2ok.wav,53.21,54.06
recordings/merged_ITok/09_PM60_2ok.wav,58.94,59.52
recordings/merged_ITok/09_PM60_2ok.wav,62.88,63.19
recordings/merged_ITok/09_PM60_2ok.wav,64.64,65.05
recordings/merged_ITok/09_PM60_2ok.wav,65.24,65.46
recordings/merged_ITok/09_PM60_2ok.wav,68.28,70.04
recordings/merged_ITok/09_PM60_2ok.wav,72.35,72.89
recordings/merged_ITok/09_PM60_2ok.wav,73.81,74.68
recordings/merged_ITok/09_PM60_2ok.wav,78.94,79.49
recordings/merged_ITok/09_PM60_2ok.wav,82.38,82.97
recordings/merged_ITok/09_PM60_2ok.wav,87.14,87.52
recordings/merged_ITok/09_PM60_2ok.wav,88.94,90.29
recordings/merged_ITok/09_PM60_2ok.wav,93.02,93.42
recordings/merged_ITok/09_PM60_2ok.wav,96.36,97.09
recordings/merged_ITok/09_PM60_2ok.wav,97.9,98.33
recordings/merged_ITok/09_PM60_2ok.wav,103.39,103.98
recordings/merged_ITok/09_PM60_2ok.wav,107.3,108.1
recordings/merged_ITok/09_PM60_2ok.wav,109.24,109.99
recordings/merged_ITok/09_PM60_2ok.wav,116.07,116.58
recordings/merged_ITok/09_PM60_2ok.wav,118.64,119.88
recordings/merged_ITok/09_PM60_2ok.wav,121.8,122.73
recordings/merged_ITok/09_PM60_2ok.wav,127.91,128.34
recordings/merged_ITok/09_PM60_2ok.wav,129.36,130.14
recordings/merged_ITok/09_PM60_2ok.wav,134.32,135.14
recordings/merged_ITok/09_PM60_2ok.wav,136.64,137.17
recordings/merged_ITok/09_PM60_2ok.wav,141.19,142.35
recordings/merged_ITok/09_PM60_2ok.wav,146.5,146.9
recordings/merged_ITok/09_PM60_2ok.wav,147.81,148.82
recordings/merged_ITok/09_PM60_2ok.wav,150.45,151.0
recordings/merged_ITok/09_PM60_2ok.wav,158.38,158.97
recordings/merged_ITok/09_PM60_2ok.wav,162.29,162.78
recordings/merged_ITok/09_PM60_2ok.wav,165.22,165.87
recordings/merged_ITok/09_PM60_2ok.wav,171.52,171.9
recordings/merged_ITok/09_PM60_2ok.wav,173.61,173.92
recordings/merged_ITok/09_PM60_2ok.wav,176.9,177.37
recordings/merged_ITok/09_PM60_2ok.wav,180.76,181.08
recordings/merged_ITok/09_PM60_2ok.wav,185.01,185.4
recordings/merged_ITok/09_PM60_2ok.wav,186.22,186.5
recordings/merged_ITok/09_PM60_2ok.wav,188.43,188.81
recordings/merged_ITok/09_PM60_2ok.wav,189.78,189.98
recordings/merged_ITok/09_PM60_2ok.wav,190.94,191.21
recordings/merged_ITok/09_PM60_2ok.wav,195.79,196.12
recordings/merged_ITok/09_PM60_2ok.wav,203.41,203.69
recordings/merged_ITok/09_PM60_2ok.wav,204.77,205.0
recordings/merged_ITok/09_PM60_2ok.wav,206.08,206.28
recordings/merged_ITok/09_PM60_2ok.wav,208.0,208.39
recordings/merged_ITok/09_PM60_2ok.wav,211.39,211.72
recordings/merged_ITok/09_PM60_2ok.wav,212.06,212.31
recordings/merged_ITok/09_PM60_2ok.wav,217.63,218.11
recordings/merged_ITok/09_PM60_2ok.wav,221.58,221.89
recordings/merged_ITok/09_PM60_2ok.wav,223.33,223.6
recordings/merged_ITok/09_PM60_2ok.wav,224.7,225.07
recordings/merged_ITok/09_PM60_2ok.wav,232.15,232.5
recordings/merged_ITok/09_PM60_2ok.wav,239.42,240.58
recordings/merged_ITok/09_PM60_2ok.wav,242.14,242.93
recordings/merged_ITok/09_PM60_2ok.wav,246.04,247.18
recordings/merged_ITok/57_PM56_2ok.wav,2.17,4.05
recordings/merged_ITok/57_PM56_2ok.wav,6.46,7.07
recordings/merged_ITok/57_PM56_2ok.wav,9.6,9.92
recordings/merged_ITok/57_PM56_2ok.wav,11.98,12.39
recordings/merged_ITok/57_PM56_2ok.wav,14.3,14.76
recordings/merged_ITok/57_PM56_2ok.wav,18.15,18.85
recordings/merged_ITok/57_PM56_2ok.wav,21.38,22.08
recordings/merged_ITok/57_PM56_2ok.wav,23.93,24.39
recordings/merged_ITok/57_PM56_2ok.wav,30.25,30.66
recordings/merged_ITok/57_PM56_2ok.wav,35.65,36.5
recordings/merged_ITok/57_PM56_2ok.wav,39.66,40.41
recordings/merged_ITok/57_PM56_2ok.wav,53.26,54.31
recordings/merged_ITok/57_PM56_2ok.wav,54.79,56.41
recordings/merged_ITok/57_PM56_2ok.wav,62.47,62.97
recordings/merged_ITok/57_PM56_2ok.wav,71.74,72.17
recordings/merged_ITok/57_PM56_2ok.wav,77.2,78.33
recordings/merged_ITok/57_PM56_2ok.wav,79.56,79.94
recordings/merged_ITok/57_PM56_2ok.wav,81.33,82.0
recordings/merged_ITok/57_PM56_2ok.wav,84.07,84.82
recordings/merged_ITok/57_PM56_2ok.wav,91.83,92.97
recordings/merged_ITok/57_PM56_2ok.wav,98.85,99.2
recordings/merged_ITok/57_PM56_2ok.wav,101.67,101.9
recordings/merged_ITok/57_PM56_2ok.wav,103.4,104.19
recordings/merged_ITok/57_PM56_2ok.wav,107.14,108.22
recordings/merged_ITok/57_PM56_2ok.wav,110.16,110.49
recordings/merged_ITok/57_PM56_2ok.wav,114.64,116.96
recordings/merged_ITok/48_PF43_3ok.wav,4.94,5.59
recordings/merged_ITok/48_PF43_3ok.wav,8.82,9.27
recordings/merged_ITok/48_PF43_3ok.wav,18.38,18.98
recordings/merged_ITok/48_PF43_3ok.wav,22.98,23.76
recordings/merged_ITok/48_PF43_3ok.wav,25.46,25.8
recordings/merged_ITok/48_PF43_3ok.wav,31.42,33.11
recordings/merged_ITok/48_PF43_3ok.wav,35.94,36.34
recordings/merged_ITok/48_PF43_3ok.wav,41.49,41.94
recordings/merged_ITok/48_PF43_3ok.wav,47.56,47.93
recordings/merged_ITok/48_PF43_3ok.wav,51.08,51.53
recordings/merged_ITok/48_PF43_3ok.wav,53.89,54.64
recordings/merged_ITok/48_PF43_3ok.wav,54.84,55.31
recordings/merged_ITok/48_PF43_3ok.wav,59.03,59.38
recordings/merged_ITok/48_PF43_3ok.wav,65.7,65.96
recordings/merged_ITok/48_PF43_3ok.wav,69.52,69.83
recordings/merged_ITok/48_PF43_3ok.wav,72.15,72.37
recordings/merged_ITok/48_PF43_3ok.wav,73.46,73.98
recordings/merged_ITok/48_PF43_3ok.wav,78.66,79.07
recordings/merged_ITok/48_PF43_3ok.wav,81.69,82.06
recordings/merged_ITok/48_PF43_3ok.wav,83.04,83.3
recordings/merged_ITok/48_PF43_3ok.wav,90.36,90.98
recordings/merged_ITok/48_PF43_3ok.wav,95.26,95.61
recordings/merged_ITok/48_PF43_3ok.wav,98.82,100.23
recordings/merged_ITok/48_PF43_3ok.wav,100.27,100.9
recordings/merged_ITok/48_PF43_3ok.wav,104.62,104.87
recordings/merged_ITok/48_PF43_3ok.wav,107.14,107.43
recordings/merged_ITok/48_PF43_3ok.wav,108.57,108.84
recordings/merged_ITok/48_PF43_3ok.wav,113.24,113.65
recordings/merged_ITok/48_PF43_3ok.wav,117.61,117.98
recordings/merged_ITok/48_PF43_3ok.wav,121.69,122.02
recordings/merged_ITok/48_PF43_3ok.wav,124.08,124.61
recordings/merged_ITok/48_PF43_3ok.wav,130.74,131.81
recordings/merged_ITok/29_PF42_3ok.wav,4.78,5.23
recordings/merged_ITok/29_PF42_3ok.wav,9.92,10.32
recordings/merged_ITok/29_PF42_3ok.wav,15.15,15.54
recordings/merged_ITok/29_PF42_3ok.wav,18.06,18.37
recordings/merged_ITok/29_PF42_3ok.wav,23.77,24.06
recordings/merged_ITok/29_PF42_3ok.wav,24.36,24.61
recordings/merged_ITok/29_PF42_3ok.wav,33.51,34.07
recordings/merged_ITok/29_PF42_3ok.wav,35.31,35.96
recordings/merged_ITok/29_PF42_3ok.wav,37.57,38.1
recordings/merged_ITok/29_PF42_3ok.wav,42.66,43.18
recordings/merged_ITok/29_PF42_3ok.wav,45.46,45.85
recordings/merged_ITok/29_PF42_3ok.wav,48.68,49.17
recordings/merged_ITok/29_PF42_3ok.wav,53.89,54.42
recordings/merged_ITok/29_PF42_3ok.wav,59.16,59.81
recordings/merged_ITok/29_PF42_3ok.wav,64.79,65.59
recordings/merged_ITok/29_PF42_3ok.wav,71.71,72.45
recordings/merged_ITok/29_PF42_3ok.wav,78.26,78.64
recordings/merged_ITok/29_PF42_3ok.wav,82.0,82.45
recordings/merged_ITok/29_PF42_3ok.wav,86.42,86.89
recordings/merged_ITok/29_PF42_3ok.wav,87.73,88.32
recordings/merged_ITok/29_PF42_3ok.wav,92.5,92.94
recordings/merged_ITok/29_PF42_3ok.wav,95.81,96.21
recordings/merged_ITok/29_PF42_3ok.wav,101.41,101.68
recordings/merged_ITok/29_PF42_3ok.wav,102.24,102.75
recordings/merged_ITok/29_PF42_3ok.wav,102.8,103.2
recordings/merged_ITok/29_PF42_3ok.wav,104.67,105.15
recordings/merged_ITok/29_PF42_3ok.wav,113.05,113.73
recordings/merged_ITok/29_PF42_3ok.wav,116.73,117.21
recordings/merged_ITok/29_PF42_3ok.wav,124.82,125.34
recordings/merged_ITok/29_PF42_3ok.wav,131.37,131.94
recordings/merged_ITok/29_PF42_3ok.wav,135.38,135.75
recordings/merged_ITok/29_PF42_3ok.wav,140.01,140.74
recordings/merged_ITok/29_PF42_3ok.wav,143.26,144.54
recordings/merged_ITok/56_PM57_4ok.wav,19.34,20.29
recordings/merged_ITok/56_PM57_4ok.wav,21.45,22.29
recordings/merged_ITok/56_PM57_4ok.wav,42.18,42.48
recordings/merged_ITok/56_PM57_4ok.wav,45.38,45.86
recordings/merged_ITok/56_PM57_4ok.wav,48.96,49.35
recordings/merged_ITok/56_PM57_4ok.wav,71.48,71.71
recordings/merged_ITok/56_PM57_4ok.wav,75.07,75.59
recordings/merged_ITok/56_PM57_4ok.wav,114.71,115.61
recordings/merged_ITok/56_PM57_4ok.wav,116.14,116.87
recordings/merged_ITok/56_PM57_4ok.wav,117.22,117.45
recordings/merged_ITok/56_PM57_4ok.wav,128.18,128.39
recordings/merged_ITok/56_PM57_4ok.wav,129.16,130.04
recordings/merged_ITok/56_PM57_4ok.wav,131.31,131.59
recordings/merged_ITok/56_PM57_4ok.wav,135.31,135.82
recordings/merged_ITok/56_PM57_4ok.wav,138.32,138.65
recordings/merged_ITok/56_PM57_4ok.wav,141.57,141.95
recordings/merged_ITok/56_PM57_4ok.wav,148.84,149.17
recordings/merged_ITok/67_PF54_1ok.wav,1.01,1.72
