filepath,start_time_sec,end_time_sec
merged_IT/18_PF33_2.wav,84.03,85.92
merged_IT/18_PF33_2.wav,87.37,88.07
merged_IT/18_PF33_2.wav,89.2,90.69
merged_IT/18_PF33_2.wav,91.44,91.9
merged_IT/18_PF33_2.wav,92.61,93.13
merged_IT/18_PF33_2.wav,93.4,94.21
merged_IT/18_PF33_2.wav,96.19,97.94
merged_IT/18_PF33_2.wav,100.97,101.2
merged_IT/18_PF33_2.wav,102.32,103.0
merged_IT/54_CM48_2.wav,4.14,4.41
merged_IT/54_CM48_2.wav,6.29,6.77
merged_IT/54_CM48_2.wav,9.65,11.47
merged_IT/54_CM48_2.wav,13.62,13.84
merged_IT/54_CM48_2.wav,14.29,15.22
merged_IT/54_CM48_2.wav,17.82,18.18
merged_IT/54_CM48_2.wav,19.54,19.78
merged_IT/54_CM48_2.wav,20.67,21.29
merged_IT/54_CM48_2.wav,26.88,27.31
merged_IT/54_CM48_2.wav,33.42,33.69
merged_IT/54_CM48_2.wav,35.4,35.83
merged_IT/54_CM48_2.wav,40.07,40.58
merged_IT/54_CM48_2.wav,41.33,41.84
merged_IT/54_CM48_2.wav,42.3,42.83
merged_IT/54_CM48_2.wav,45.27,46.14
merged_IT/54_CM48_2.wav,47.81,48.3
merged_IT/54_CM48_2.wav,52.36,53.39
merged_IT/54_CM48_2.wav,60.53,61.39
merged_IT/54_CM48_2.wav,62.74,63.71
merged_IT/54_CM48_2.wav,68.61,69.37
merged_IT/54_CM48_2.wav,76.63,77.12
merged_IT/54_CM48_2.wav,79.98,80.28
merged_IT/54_CM48_2.wav,80.54,81.59
merged_IT/54_CM48_2.wav,81.92,82.22
merged_IT/54_CM48_2.wav,90.3,91.22
merged_IT/54_CM48_2.wav,92.26,93.66
merged_IT/54_CM48_2.wav,96.18,96.55
merged_IT/54_CM48_2.wav,98.37,98.79
merged_IT/54_CM48_2.wav,99.3,99.81
merged_IT/54_CM48_2.wav,102.9,103.35
merged_IT/54_CM48_2.wav,105.53,106.07
merged_IT/54_CM48_2.wav,108.76,109.02
merged_IT/54_CM48_2.wav,111.64,112.38
merged_IT/54_CM48_2.wav,115.22,115.7
merged_IT/54_CM48_2.wav,121.73,122.26
merged_IT/54_CM48_2.wav,130.41,131.4
merged_IT/54_CM48_2.wav,134.99,135.23
merged_IT/54_CM48_2.wav,141.83,142.44
merged_IT/54_CM48_2.wav,154.27,155.28
merged_IT/54_CM48_2.wav,158.83,159.28
merged_IT/54_CM48_2.wav,164.15,164.9
merged_IT/54_CM48_2.wav,173.26,173.99
merged_IT/39_CM27_3.wav,3.55,3.77
merged_IT/39_CM27_3.wav,7.93,8.47
merged_IT/39_CM27_3.wav,11.93,12.53
merged_IT/39_CM27_3.wav,22.2,22.6
merged_IT/39_CM27_3.wav,28.41,28.78
merged_IT/39_CM27_3.wav,32.88,33.34
merged_IT/39_CM27_3.wav,35.16,35.79
merged_IT/39_CM27_3.wav,47.33,47.68
merged_IT/39_CM27_3.wav,50.56,50.97
merged_IT/39_CM27_3.wav,52.92,53.51
merged_IT/39_CM27_3.wav,61.63,62.57
merged_IT/39_CM27_3.wav,66.58,66.78
merged_IT/39_CM27_3.wav,70.47,70.76
merged_IT/39_CM27_3.wav,74.54,74.82
merged_IT/39_CM27_3.wav,93.29,93.9
merged_IT/39_CM27_3.wav,104.24,104.6
merged_IT/39_CM27_3.wav,109.34,109.55
merged_IT/39_CM27_3.wav,110.61,111.14
merged_IT/39_CM27_3.wav,115.49,116.06
merged_IT/39_CM27_3.wav,121.5,122.4
merged_IT/39_CM27_3.wav,126.86,127.56
merged_IT/39_CM27_3.wav,129.69,130.67
merged_IT/39_CM27_3.wav,137.5,138.16
merged_IT/39_CM27_3.wav,149.47,150.14
merged_IT/39_CM27_3.wav,155.0,155.27
merged_IT/39_CM27_3.wav,157.82,158.7
merged_IT/39_CM27_3.wav,162.45,162.85
merged_IT/39_CM27_3.wav,168.51,168.71
merged_IT/39_CM27_3.wav,168.73,169.1
merged_IT/68_PF43_3.wav,2.41,2.62
merged_IT/68_PF43_3.wav,3.93,4.4
merged_IT/68_PF43_3.wav,6.39,6.8
merged_IT/68_PF43_3.wav,9.11,9.35
merged_IT/68_PF43_3.wav,15.33,15.7
merged_IT/68_PF43_3.wav,18.13,18.39
merged_IT/68_PF43_3.wav,19.44,20.71
merged_IT/68_PF43_3.wav,22.85,23.18
merged_IT/68_PF43_3.wav,24.14,24.58
merged_IT/68_PF43_3.wav,26.53,27.0
merged_IT/68_PF43_3.wav,29.79,30.57
merged_IT/68_PF43_3.wav,32.68,33.36
merged_IT/68_PF43_3.wav,35.65,36.1
merged_IT/68_PF43_3.wav,44.89,45.34
merged_IT/68_PF43_3.wav,47.68,47.98
merged_IT/68_PF43_3.wav,55.43,55.74
merged_IT/68_PF43_3.wav,56.7,56.98
merged_IT/68_PF43_3.wav,62.87,64.34
merged_IT/68_PF43_3.wav,66.76,67.26
merged_IT/68_PF43_3.wav,68.45,68.66
merged_IT/68_PF43_3.wav,69.2,69.52
merged_IT/68_PF43_3.wav,70.22,70.99
merged_IT/68_PF43_3.wav,76.0,76.74
merged_IT/68_PF43_3.wav,78.97,79.2
merged_IT/68_PF43_3.wav,80.34,81.01
merged_IT/68_PF43_3.wav,81.53,82.16
merged_IT/68_PF43_3.wav,92.69,92.96
merged_IT/68_PF43_3.wav,101.31,101.71
merged_IT/68_PF43_3.wav,109.57,110.18
merged_IT/68_PF43_3.wav,115.68,115.91
merged_IT/68_PF43_3.wav,116.01,116.28
merged_IT/42_PF63_4.wav,4.62,5.27
merged_IT/42_PF63_4.wav,7.12,7.54
merged_IT/42_PF63_4.wav,12.44,12.98
merged_IT/42_PF63_4.wav,15.29,15.86
merged_IT/42_PF63_4.wav,18.78,19.35
merged_IT/42_PF63_4.wav,25.38,25.97
merged_IT/42_PF63_4.wav,28.96,29.4
merged_IT/42_PF63_4.wav,34.46,35.06
merged_IT/42_PF63_4.wav,36.04,37.9
merged_IT/42_PF63_4.wav,43.45,43.85
merged_IT/42_PF63_4.wav,47.76,48.53
merged_IT/42_PF63_4.wav,53.88,54.39
merged_IT/42_PF63_4.wav,62.49,63.25
merged_IT/42_PF63_4.wav,67.14,67.68
merged_IT/42_PF63_4.wav,69.02,69.6
merged_IT/42_PF63_4.wav,70.67,73.51
merged_IT/42_PF63_4.wav,75.34,75.56
merged_IT/42_PF63_4.wav,81.93,82.46
merged_IT/42_PF63_4.wav,84.58,85.03
merged_IT/42_PF63_4.wav,87.51,88.04
merged_IT/42_PF63_4.wav,94.83,95.46
merged_IT/42_PF63_4.wav,97.09,97.63
merged_IT/42_PF63_4.wav,99.02,100.61
merged_IT/42_PF63_4.wav,102.95,103.32
merged_IT/42_PF63_4.wav,106.49,106.81
merged_IT/42_PF63_4.wav,110.77,111.18
merged_IT/42_PF63_4.wav,114.28,115.17
merged_IT/42_PF63_4.wav,121.43,121.93
merged_IT/14_PF35_3.wav,2.84,3.28
merged_IT/14_PF35_3.wav,5.6,5.94
merged_IT/14_PF35_3.wav,12.89,13.37
merged_IT/14_PF35_3.wav,20.77,21.23
merged_IT/14_PF35_3.wav,31.47,31.92
merged_IT/14_PF35_3.wav,36.74,37.5
merged_IT/14_PF35_3.wav,37.56,38.02
merged_IT/14_PF35_3.wav,38.43,38.92
merged_IT/14_PF35_3.wav,42.38,42.8
merged_IT/14_PF35_3.wav,53.25,53.89
merged_IT/14_PF35_3.wav,56.84,57.32
merged_IT/14_PF35_3.wav,62.85,63.38
merged_IT/14_PF35_3.wav,65.4,66.12
merged_IT/14_PF35_3.wav,69.73,70.23
merged_IT/14_PF35_3.wav,76.14,76.55
merged_IT/14_PF35_3.wav,81.49,82.31
merged_IT/14_PF35_3.wav,89.67,90.32
merged_IT/14_PF35_3.wav,91.76,93.38
merged_IT/14_PF35_3.wav,97.24,97.89
merged_IT/14_PF35_3.wav,105.22,105.7
merged_IT/14_PF35_3.wav,112.98,113.33
merged_IT/14_PF35_3.wav,117.87,118.42
merged_IT/14_PF35_3.wav,122.35,123.15
merged_IT/48_PF43_3.wav,4.9,5.6
merged_IT/48_PF43_3.wav,8.82,9.27
merged_IT/48_PF43_3.wav,11.95,12.43
merged_IT/48_PF43_3.wav,18.41,19.06
merged_IT/48_PF43_3.wav,23.02,23.89
merged_IT/48_PF43_3.wav,25.43,25.83
merged_IT/48_PF43_3.wav,31.4,33.13
merged_IT/48_PF43_3.wav,35.87,36.35
merged_IT/48_PF43_3.wav,41.26,41.94
merged_IT/48_PF43_3.wav,47.61,47.92
merged_IT/48_PF43_3.wav,51.1,51.51
merged_IT/48_PF43_3.wav,53.93,55.34
merged_IT/48_PF43_3.wav,59.06,59.38
merged_IT/48_PF43_3.wav,65.74,65.96
merged_IT/48_PF43_3.wav,69.56,69.83
merged_IT/48_PF43_3.wav,72.16,72.38
merged_IT/48_PF43_3.wav,73.59,73.98
merged_IT/48_PF43_3.wav,78.67,79.07
merged_IT/48_PF43_3.wav,81.7,82.06
merged_IT/48_PF43_3.wav,90.42,90.98
merged_IT/48_PF43_3.wav,95.29,95.61
merged_IT/48_PF43_3.wav,98.71,100.91
merged_IT/48_PF43_3.wav,102.19,102.47
merged_IT/48_PF43_3.wav,104.59,104.88
merged_IT/48_PF43_3.wav,107.13,107.46
merged_IT/48_PF43_3.wav,108.56,108.85
merged_IT/48_PF43_3.wav,113.26,113.65
merged_IT/48_PF43_3.wav,117.59,117.99
merged_IT/48_PF43_3.wav,121.68,122.06
merged_IT/48_PF43_3.wav,124.06,124.63
merged_IT/48_PF43_3.wav,130.74,131.82
merged_IT/04_PF50_2.wav,2.29,2.83
merged_IT/04_PF50_2.wav,4.69,6.39
merged_IT/04_PF50_2.wav,11.91,12.15
merged_IT/04_PF50_2.wav,13.34,13.95
merged_IT/04_PF50_2.wav,18.74,19.18
merged_IT/04_PF50_2.wav,22.48,22.93
merged_IT/04_PF50_2.wav,30.33,30.91
merged_IT/04_PF50_2.wav,31.4,32.34
merged_IT/04_PF50_2.wav,37.05,38.5
merged_IT/04_PF50_2.wav,39.06,39.45
merged_IT/04_PF50_2.wav,51.75,52.01
merged_IT/04_PF50_2.wav,56.36,57.34
merged_IT/04_PF50_2.wav,57.71,58.14
merged_IT/04_PF50_2.wav,62.0,62.92
merged_IT/04_PF50_2.wav,64.45,65.77
merged_IT/04_PF50_2.wav,66.09,66.67
merged_IT/04_PF50_2.wav,66.79,68.48
merged_IT/04_PF50_2.wav,74.76,75.23
merged_IT/04_PF50_2.wav,76.46,77.06
merged_IT/04_PF50_2.wav,78.59,80.0
merged_IT/04_PF50_2.wav,85.55,85.77
merged_IT/04_PF50_2.wav,89.7,90.54
merged_IT/04_PF50_2.wav,92.24,93.11
merged_IT/04_PF50_2.wav,96.51,97.14
merged_IT/04_PF50_2.wav,97.7,98.14
merged_IT/04_PF50_2.wav,99.3,99.56
merged_IT/04_PF50_2.wav,102.86,103.4
merged_IT/04_PF50_2.wav,107.57,107.79
merged_IT/04_PF50_2.wav,109.0,110.02
merged_IT/04_PF50_2.wav,110.45,111.5
merged_IT/04_PF50_2.wav,112.78,113.43
merged_IT/04_PF50_2.wav,116.89,118.15
merged_IT/04_PF50_2.wav,118.33,118.95
merged_IT/04_PF50_2.wav,126.18,127.62
merged_IT/04_PF50_2.wav,128.89,129.22
merged_IT/04_PF50_2.wav,129.64,130.71
merged_IT/04_PF50_2.wav,130.92,131.37
merged_IT/04_PF50_2.wav,137.38,138.62
merged_IT/04_PF50_2.wav,138.82,139.04
merged_IT/04_PF50_2.wav,145.81,146.29
merged_IT/04_PF50_2.wav,155.9,156.29
merged_IT/04_PF50_2.wav,157.28,158.74
merged_IT/04_PF50_2.wav,165.78,167.5
merged_IT/04_PF50_2.wav,173.21,173.86
merged_IT/04_PF50_2.wav,174.41,174.78
merged_IT/04_PF50_2.wav,179.01,179.48
merged_IT/04_PF50_2.wav,194.7,196.02
merged_IT/04_PF50_2.wav,198.85,199.3
merged_IT/04_PF50_2.wav,204.71,206.18
merged_IT/04_PF50_2.wav,212.64,214.43
merged_IT/04_PF50_2.wav,216.1,216.5
merged_IT/04_PF50_2.wav,217.91,218.37
merged_IT/05_CF41_3.wav,3.28,3.82
merged_IT/05_CF41_3.wav,11.22,11.86
merged_IT/05_CF41_3.wav,13.49,14.1
merged_IT/05_CF41_3.wav,16.66,16.86
merged_IT/05_CF41_3.wav,20.66,21.24
merged_IT/05_CF41_3.wav,29.32,30.09
merged_IT/05_CF41_3.wav,32.21,32.64
merged_IT/05_CF41_3.wav,37.52,38.13
merged_IT/05_CF41_3.wav,43.42,43.91
merged_IT/05_CF41_3.wav,49.61,49.84
merged_IT/05_CF41_3.wav,50.99,51.36
merged_IT/05_CF41_3.wav,59.02,59.59
merged_IT/05_CF41_3.wav,65.98,66.44
merged_IT/05_CF41_3.wav,70.31,70.99
merged_IT/05_CF41_3.wav,85.9,86.69
merged_IT/05_CF41_3.wav,88.66,89.38
merged_IT/05_CF41_3.wav,94.13,94.82
merged_IT/05_CF41_3.wav,99.49,100.34
merged_IT/05_CF41_3.wav,105.66,105.88
merged_IT/05_CF41_3.wav,112.18,112.39
merged_IT/05_CF41_3.wav,121.7,122.22
merged_IT/05_CF41_3.wav,125.45,125.67
merged_IT/05_CF41_3.wav,130.48,130.87
merged_IT/05_CF41_3.wav,134.3,134.61
merged_IT/05_CF41_3.wav,137.82,140.39
merged_IT/05_CF41_3.wav,147.2,147.61
merged_IT/05_CF41_3.wav,149.7,149.96
merged_IT/05_CF41_3.wav,156.33,156.89
merged_IT/05_CF41_3.wav,160.22,160.61
merged_IT/05_CF41_3.wav,163.26,163.75
merged_IT/05_CF41_3.wav,165.0,165.52
merged_IT/05_CF41_3.wav,167.62,168.2
merged_IT/05_CF41_3.wav,174.34,175.38
merged_IT/05_CF41_3.wav,177.58,177.98
merged_IT/05_CF41_3.wav,179.27,179.84
merged_IT/05_CF41_3.wav,182.02,182.38
merged_IT/05_CF41_3.wav,184.72,185.34
merged_IT/05_CF41_3.wav,187.38,187.78
merged_IT/05_CF41_3.wav,189.22,189.49
merged_IT/16_PF52_3.wav,5.12,5.39
merged_IT/16_PF52_3.wav,8.41,9.19
merged_IT/16_PF52_3.wav,11.77,12.45
merged_IT/16_PF52_3.wav,15.37,16.02
merged_IT/16_PF52_3.wav,18.56,18.96
merged_IT/16_PF52_3.wav,20.53,21.86
merged_IT/16_PF52_3.wav,28.14,28.57
merged_IT/16_PF52_3.wav,29.05,30.24
merged_IT/16_PF52_3.wav,31.25,31.66
merged_IT/16_PF52_3.wav,32.94,33.43
merged_IT/16_PF52_3.wav,35.35,36.62
merged_IT/16_PF52_3.wav,38.25,38.64
merged_IT/16_PF52_3.wav,43.25,44.19
merged_IT/16_PF52_3.wav,46.13,46.56
merged_IT/16_PF52_3.wav,46.7,47.15
merged_IT/16_PF52_3.wav,49.07,49.29
merged_IT/16_PF52_3.wav,53.87,54.26
merged_IT/16_PF52_3.wav,58.36,59.37
merged_IT/16_PF52_3.wav,60.88,61.29
merged_IT/16_PF52_3.wav,62.33,63.7
merged_IT/16_PF52_3.wav,65.64,66.53
merged_IT/16_PF52_3.wav,73.65,74.12
merged_IT/16_PF52_3.wav,76.84,77.65
merged_IT/16_PF52_3.wav,79.82,80.26
merged_IT/16_PF52_3.wav,81.53,81.91
merged_IT/17_CF55_3.wav,4.36,4.72
merged_IT/17_CF55_3.wav,15.62,15.86
merged_IT/17_CF55_3.wav,25.79,27.07
merged_IT/17_CF55_3.wav,29.2,30.03
merged_IT/17_CF55_3.wav,35.44,35.79
merged_IT/17_CF55_3.wav,46.03,46.45
merged_IT/17_CF55_3.wav,57.64,57.87
merged_IT/17_CF55_3.wav,60.3,60.62
merged_IT/17_CF55_3.wav,66.73,67.62
merged_IT/17_CF55_3.wav,77.17,77.72
merged_IT/17_CF55_3.wav,78.63,79.04
merged_IT/17_CF55_3.wav,82.9,83.46
merged_IT/17_CF55_3.wav,84.53,84.73
merged_IT/17_CF55_3.wav,89.24,89.62
merged_IT/17_CF55_3.wav,91.36,91.61
merged_IT/17_CF55_3.wav,93.3,94.18
merged_IT/17_CF55_3.wav,97.37,97.87
merged_IT/17_CF55_3.wav,99.06,99.46
merged_IT/17_CF55_3.wav,102.57,103.02
merged_IT/17_CF55_3.wav,104.7,104.96
merged_IT/17_CF55_3.wav,107.62,108.11
merged_IT/17_CF55_3.wav,111.38,111.68
merged_IT/17_CF55_3.wav,112.06,112.35
merged_IT/17_CF55_3.wav,113.63,113.83
merged_IT/17_CF55_3.wav,114.44,114.78
merged_IT/17_CF55_3.wav,115.6,116.56
merged_IT/17_CF55_3.wav,124.65,125.2
merged_IT/17_CF55_3.wav,135.38,135.6
merged_IT/17_CF55_3.wav,138.58,138.81
